hex_values,target_values
b'c10607670872fbc2832081600a23fc00000000000000003d7c9b5cfffc3d7c9b5cfffe42b9000000004283420222037602b6816726260152832803d8844a7648',m68k
b'714f11e361c8715e11e361c8711f511141168be361c8711e511141118be361c8711e521fe117320b89e362c872e361c8712f521e511b6123631c43336103a009',sh4
b'00000000002c00000928000000000000005800468b0d8c0c8d0b8e0a8f09440ec801420d0b0240cfcecdcccb0c0f600000000000002800000958000000000000',s390
b'7ce8f278551e043e68c9000130e9ffff7d2749105547063e7d2939d67d4a07347d4951d67d49ea783149ffff7d2a49107c8448387d3f32147d2b4850552a063e',powerpc
b'ffec3be00002480001bc80fd0000813e00007ce7483890fe00005764063e813d0000807c00007c6a0034554ad97e7f8950004fdce0427d2000265529fffe7f89',powerpc
b'394a000080ea00082f87000080e900003ce0eac48129000060e7530790ea0004409e00088128001c3920000039000001912a000838e00c5e5529043e7ca74bd6',powerpc
b'033c000088acf9ffc214000000007b460224000062acf6ff0224000065ac000062acced1023c5e174224000062ace3ff0224000062ac0000043c000062ac0d69',mipsel
b'780a000000002c409fe5031081e10020a0e30030a0e320009fe500e084e504108ce5001084e5feffffeb1040bde80000a0e31eff2fe100000000000000000000',arm
b'd3e10c3093e5030052e10c00000a1120a0e380319fe50100a0e30c0083e5301093e5003081e5012052e2faffff1a1a0000ea60319fe50c2083e2082083e5ebff',arm
b'78068804b8036100009100005941ad05cd0d0c95768c40c020005901c02000e806f20900890e8804e20901f24800f20902e24801e20903f24802e24803c02000',xtensa
b'00a2ac0000023c200066241c00048d0800448c080046ac1c00028d00000a3c7b000224000087ac0000073c180042a10100e29004008b8d0100422401000424ff',mipsel
b'a0e3000053e3faffffda012082e2000000ea0020a0e3020052e3f7ffffda011081e2000051e3f9ffffda00009fe51eff2fe196750000f0432de914d04de2c430',arm
b'0c390300772c6d007825a4fffb000c1c00008c202b00031c03708318028cca001428630009706d18023c0e0000006a1826304600ff85cf00040003182b006618',mips
b'510501f090e041e250e0642f752f691b7109862f972f69e279e400d0918380838fef9fef9093000080930000822f992787fd9095909300008093000080910000',avr
b'0c301be5013023e0023003e0000053e3030000ba08201be50c301be5023063e0000000ea08301be50300a0e100d04be204b09de41eff2fe100482de904b08de2',arm
b'0400428c0000033c0100422c0000043ce0ffbd27000062ac213000000000033c2138000000008424000062ac1c00bfaf0000000c000000001c00bf8f21100000',mipsel
b'63322211840c6712840c63138438637b2332220c6714840c66158468660c6316847b260fd1284328406b2318403b20022200e612630bd03222115112220b4009',sh4
b'00004839c20f9dc2b85000000029d03cff0f93c00fb6c0410fb7e899f7fd89d889d1d3f885c07e118b050000000085c0740cb801000000eb05b8010000000fb7',x86_64
b'2400458d00008424000045ac1000858d0c0023a5000045ac0000000c000000001c00bf8f211000000800e0032000bd272400458d2000658c48004e24c5ff0010',mipsel
b'afb100100220302102202821004020210c00002f0000000002202821004020210c00000200000000320700ff3c06d07334c68b982405ffd6240404000c000000',mips
b'90bf001090df0014807f0008809f000c80bf001080df00147c6b2a787c8c3278807f0008809f000c80bf001080df00147c752a787c96327856b900003b400000',powerpc
b'66436777361689236643677336038b1362336116320e89e3620872e361d071226321541d521c510800336a1e3a436b2e3b04a00900e3610871126a115ba361b3',sh4
b'81c3e008901220009de3bf90f007a040108000078210200084078002070000008610e000c620bff48200600180a0600204bffffa852860021080000682102000',sparc
b'20600003000000c20060008210203c07000000c400e0008400bfffc420e00082807fff12bffffc84102012033fffe607000000821061a38480bfff1280000d01',sparc
b'ff1fec0ffd1f2fef3fef3283218301968330910504f010920000109200008d819e8126960fb6f894debf0fbecdbfdf91cf91089500d080e090e000c0e82ff92f',avr
b'08910000a10000c0200099089100000c02921900809923c020009908910000b20900921e00b0b0740b999090f4c02000b908c020009908b10000810000f26b00',xtensa
b'20600005000000c400a000c420600005000000c400a000c42060000500003f8410a3fec4206000053fffe98410a35dc420600005000000c410a0008528a01085',sparc
b'008c4400008c42000027bdffe02c4200013c030000afbf001cac8200003402b666ac6200003c0200008c4200043c040000000038210000302124840000ac6200',mips
b'754e5600002f032f02202e0008222e000c448140806c2e222e0010242e0014448240816c20203c7fffffff72ff242e001092ae00149182242e0008262e000c96',m68k
b'820800b638cd2100001df0366100810000c0200088080c09810000925800c612008aa910aa900c0bb25a001b884600000c08a618eb1b99860000000c09a639ef',xtensa
b'209421ffe07c0802a6900100249381001093a1001493c1001893e1001c3fc000003bfe0000893f000c3929ffff993f000c83bf0030839e0000386000004bfffe',powerpc
b'3c0300008c64001cac4400002463001c946400040004240000042403ac4400008864000698640009ac4400009063000a00031e0000031e03ac4300003c030000',mips
b'909300008093000010920000109200001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090e00895',avr
b'00001000000000017a5200017c0e011b0c0f60000000240000001800000000000000d000448c0c8d0b8e0a8f09460ec0010296cfcecdcc0e6000000000583030',s390
b'12202effe62dbc000000000d20ff5a52aeffe64aaeffe66fe8526efffa41f90000000043f90000000022905889588822905889588822905889588852aefffc76',m68k
b'000024030020ac4300000c000000000000008fbf00240000102103e0000827bd00288c6700008c48002c3c0c00003c02227a8d8400103442eb4d00e210250044',mips
b'00017a5200017810011b0c070890010000140000001c000000000000004900000000410e1002470e0805000000000fb6c089050000000031c0e80000000031c0',x86_64
b'9de3bfa08410001882100019c437a044c237a048c217a048832860108330601080a060000280000f01000000c217a0448328601085306010c217a04883286010',sparc
b'24a3000424040001afbf001cac6400048ca500043c02000024060008ac4600008c630008ac450000ac4400003c040000000038210000302124840000ac430000',mips
b'b066182154205066583050665810b0608a30100018131921a724000e4810b0661821542050665810b060892010001812a7f400044810b0665410506618215840',s390
b'52aefffc202efffcb0ae000c6dc04aae0014673220390000000022390000000024000a42000026010a83ffffffff2f032f022f2e00104879000000004eb90000',m68k
b'e093e50020a0e30030a0e33c009fe500408ce50050c1e504e081e5feffffeb0400a0e17040bde81eff2fe10000000000000000ffff000073e600006d160000a8',arm
b'0148000008392000002f89000040bdfff0394a00012f8a0002409dffec3d20000039490000a90900003d200000910900003d00f2306108988a910900003900ff',powerpc
b'023c000043ac0000023c0400428c00000000010043240000023c040043ac0000023c0400428c00000000efff4018000000000000023c0400428c21e8c0031c00',mipsel
b'6c780a00838083809100009091000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8d',avr
b'd21658203000a71a0001a71e000158202000a784fff85810d23aa7280002a7ca0001502010005810d23e50c01014a7f4ff955810d2125830d20e582010005810',s390
b'41000040421049473957210000c10000d10000a847b857e002002d0aa6120828073817c604000000210000c827d837a807b817e002002d0a3d0b1df03681007d',xtensa
b'a5240a00062412200000ffff84300420e4000a0084242b20040024408800840048a17800648cffff4224000086ac780065acfbff401400000f3c6000ee250800',mipsel
b'310000480bc02000d9083803c020004908c020003908310000c10000c020003908c020003802221f00c020003908c020002908d10000210000a10000e002000c',xtensa
b'0000007001b0816cde538223c2000000002439000000006c9e720b23c100000000601c2079000000002279000000004a915ec049c04480208052b90000000076',m68k
b'308401001040fff0ac6400082404ffff3c020000a044001e3c0200003c0400008c4200008c84000427bdffe028a50001acc50020afbf001c24060001ac440000',mips
b'2111d2622100e62263228532210d60225202210dd022210b40090000e0264f0b000900480000000000000040db27c92003e13700000000380000002400000000',sh4
b'80b1209893208393c60000880798172d083d091df00000003661007d012247002207002020602020741df0003661007d014d022d034247002247043207002207',xtensa
b'6300383c080000ac43000024030001ac4300003c0300008c63000427bdffe0ac4300003c0300008c63000000003821ac4300003c0300008c64002c8d830008ac',mips
b'62c020002808c020002809810000210000b2a086c02000b908220200c02000a908c020002908c020002809a829c020002908920904220c00909074c020009908',xtensa
b'0000008610a000c400a000c4206000fa206000c400e008c4206000050000008610a00084102000c4206000c400e004c420600092102000941020001100000040',sparc
b'08fa0920098728e018c409200abb2f6010c809200b861740038528a00884108003841100029210200094102000c420600011000000b010200040000000901220',sparc
b'f62039000000002279000000002011468022802039000000004a8856c149c12279000000004481228123c00000000022390000000022390000000023f9000000',m68k
b'8c420060284300021460fff4000220c03c03000090620035304200ff24420001304200ffa06200353c02000003e00008244200603c0200008c4200648c420000',mips
b'10222e001444814080674c202e0008222e000c243c800000004283928391826612202e0010222e001474ff76ff9283918267242f2e00142f2e00102f2e000c2f',m68k
b'ac400000ac43000024030001ac460000ac4300003c0300008c6300000000382100003021ac4300000c000000000000008fbf00240000102103e0000827bd0028',mips
b'00004885d2486312400f95c639ce400f94c6400fb6f631f083e04b4839d00fbe15000000000f9dc031f60fb6c02305000000008915000000008b150000000089',x86_64
b'd0e242301001a7480001a7f4003e1821892000024150f0681a25a758f0005800d0da50025ff8a71a0001a7f40004a7180000a71e0001a7c4ffec5810d0e2a708',s390
b'09c02000e80a29082909820a08077d02465200e10000221c00810000910000802223c020002908c02000c8090c02c02000c908c02000c819d10000c02000c908',xtensa
b'3c0300008c640010ac4400002463001080640004ac440000906400050004260000042603ac4400008864000698640009ac4400003c03c9102463760bac430000',mips
b'ab9320b393c60000a807b8172d0a3d0b1df0003661007d01290739174927280796b2082827b6c202c6200038272c022023100c03410000f0541168277cf44046',xtensa
b'2239000000006e16223900000000223900000000528123c10000000060e2538066d870072079000000004a90674c13fc001100000000709423c0000000002039',m68k
b'4879000000004ebafee881b90000000042404e5e4e754e56ffe848e738002d7c1fc9a57bfffc428260282002d080d082d088d0813dbcfff60aea528160024281',m68k
b'30d07e43103000172142203000a7280000bf23f0665840f0a098dff09c07f400000000000000000707070790dff0340dd0a7faffa05810d05e0de15810d05a58',s390
b'ffbd270000043c010002240000063c600082ac0000053c1c00bfaf0000e2ac4400c2245000a32460008e8c04004a8c0800498c0000023c4400cb8c04006d8c08',mipsel
b'08c6206000fa206000c600a004c6206000c600a008c6206000c600a00cc6206000c600a010c6206000c400a014c4206000053efe448410a089c4206000051a35',sparc
b'6100e002711180602100e5128013801fd11fd262211fd1318462211fd11fd412611222306162221c6762220c6118617b211f6112221ad1622200e6122206e112',sh4
b'2039000000004ab90000000056c049c0448023c00000000020790000000020502279000000002251201120bc00000000700b20790000000020502210538066f2',m68k
b'006004302efffe4e5e4e754e56fffc202e00083d40fffe4a6efffe6d324aae000c6d2c701fb0ae000c6d24306efffe203c00007fff222e000ce2a0b0886d1030',m68k
b'83e504e083e518e091e404e083e504c083e5040083e50130a0e10200b3e7082082e2043093e5180052e3040087e5043087e5f7ffff1a0030a0e30020a0e31800',arm
b'009442000c03c0e8218fbf00548fbe00508fb0004c27bd005803e000080000000027bdffa0afbe005c03a0f021afc400603c0200002443003888440038986400',mips
b'ff8fc6001000c7180600a318252406ffff8fc5001000a610060044180b0144100b8fc400080044202b1480001d000000008fc400080040282114850005000000',mips
b'd2c114b10000ad0d0cace0030082c11ebd0a0cacad08e0030098c1bd0a0cacad09e0030031000082c128c02000380389036c433904380477930286d5ff0b5550',xtensa
b'1080001601000000c207bffcc407a04482008001c208400083286018833860189a1000018338601f981000010300000082106000f81840008683401d8443001c',sparc
b'280796620128179612012817e6c20c380728170002403020b146000028071df00000003661007d012907391728079612012817f6c20c380728170002403020b1',xtensa
b'e50230a0e315304be5bc319fe51c300be50130a0e320300be557305be5000053e30130a0030030a013ff3003e20320e0e198319fe5003093e5030052e12f0000',arm
b'00180000001800000000000000c000448a0e8b0d8c0c8d0b0000d0ae58b0d0a258c0d09e1423583010005020a000a708ffff43205000a72a00015000b0005000',s390
b'90e000c0e82ff92fee0fff1fe050f04020813181309300002093000001961816190604f48091000090910000909300008093000080e090e000c0e82ff92fee0f',avr
b'0a00001a1c301be5043083e2003093e5fc109fe50300a0e1feffffeb0030a0e1000053e30100001a0130a0e314300be5e3feffeb28ffffebd8309fe5003093e5',arm
b'1000000000017a5200017c0e011b0c0f600000002000000018000000000000005400448d0b8e0a8f09460ec00176cfcecd0e600000a728000098dff09407f407',s390
b'c00c163735010c068024c06042c02d0406010000280738171df000003661007d0129073917492759372807e612072807fc922817bc522827e612082827ecc222',xtensa
b'20008809b100001b88c020008909c020008809810000c20b01a908c020008809810000d10000c02000a908a100000c02a20a00a0a074c02000a908a10000c020',xtensa
b'6002c020a0008600ffff88100003c62f6002f808600080a7200012800005861020008210200186102001c220a000c416e000030000008528a0108538a010c420',sparc
b'e361e8711c8503611d612363183333611d611f6104a00900e361e8711e8503615a410df11df15a00087ee36ff66e0b0009000080e62f224ff87ff36e43635362',sh4
b'52f9771d61721fff72122f2d62526701713fdcffebff77922a72251d6143d71046112cb227f157f26c1c374229c8373cdc712df257212eff723c37722cff7352',sh4
b'00408ce500008ce500208ce500e08ce500308ce5143091e50c4081e200308ce508e091e50020a0e30030a0e328009fe5004081e500e08ce5feffffeb7040bde8',arm
b'c227bff80300000082106000c227bff482103ffdc237bff20300000082106000c200400080a06000128000a901000000c207bff88218600080a0000182603fff',sparc
b'00000000ff008430000044ac1000e48c0000000002220400ffff8430000044ac1000e48c21380000022e04000400c48c00000000ff0084300022040025208500',mipsel
b'6367da248420c6ac470000ac400000ac430000ac430000ac440000ac430000ac430000ac440000ac430000ac430000ac440000ac430000ac430000ac4400003c',mips
b'90952a813b8100c0880f991f2a9502f400c089810f900f900f90df91cf910895cf93df9300d01f92cdb7deb789837b836a838981882304f08a819b81992304f0',avr
b'00c807600080a00004033ffff086603fff821061aeb928e00280a0400484402000853880048328e00580a0a00082070001390000008200c001f8072000832860',sparc
b'468b0d8c0c8d0b8e0a8f09440ec801420d0b0240cfcecdcccb0c0f600000000000002800000958000000000000002c00468b0d8c0c8d0b8e0a8f09440ec80142',s390
b'6a00347ceb43d67c8432785543d97e8be9000739400008800900307d4903a67ce741d67d0758507d0822787d0a1b78694a00037d4a0034554ad97e7d4af83055',powerpc
b'932390930000809300002091000030910000309300002093000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb7',avr
b'04a1442500e5730000a23400003d240000e1b300003d24000081a003003f2000001d2500007d24000048200100c22a0000c3a60100c22a0000c3a60100422800',alphaev56
b'20005830d07e5830300050302000501020005810d0765820d072a73800000de15840f098a728000098cff09007f4000000000000000000000000000000002c4d',s390
b'03000000f200600003000000f2206000fa2060008728e0108730e010c620600007000000c600e000c620600007000000ba10e000c608e000c6206000c60f6001',sparc
b'c02000a908c02000a908c020009908a81b982bc02000a908a10000c020009908a80a910000c02000a908a10000c020002908b80aa21900c02000b908b21901c0',xtensa
b'9300009093000080930000909300008093000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949e',avr
b'47b857e002002d0aa6120828073817c604000000210000c827d837a807b817e002002d0a3d0b1df03681007d012907391749275937210000c10000d10000a807',xtensa
b'438ce0ffbd27010004241c00bfaf000064ac0000033c0400638c0000043c0000428c2130000021380000000084240000023c000043ac0000000c000000001c00',mipsel
b'3c03000010000004ac6400003c050000aca300003c0300008c6300002405ffe41065fffa2463ffff3c0300008c63000003e00008ac43000027bdffd8afbf0024',mips
b'000001990a0008392900012f89000040bdffec3920000048000020552a103a390100087d4852143d00e2ef6108aada910a0004392900012f890002409dffe03b',powerpc
b'0000ffff2a40537900000000227900000000429172e823c100000000327cffe87e232c08dc80600000ae4a88670a4a9356c149c1448160022208243900000000',m68k
b'012907391749275937210000c827d837a807b22701e002002d0a3d0b1df000003661007d012907391749275937282738373022209c8228073817410000c827d8',xtensa
b'e88cfeffffb900000000eb2a4863f04863d1488d9452000000000fbe143289150000000083c001eb05b80000000083f8027ed983c10183f9027eee8b05000000',x86_64
b'000024630004008318218c6400003c030000ac64000024420001284300021460fff7000220803c0200002403fffaac4300003c0300008c630014ac4300002403',mips
b'1df036410025fdff0c08c6040000009100009098a0a809910000c02000a9091b88a638ea910000810000c020009908c10000d10000a10000810000e008000c02',xtensa
b'00049061000880e8000854e9063e7d4900d0812800047d494a7830a9ffff7d25491054e5043e7d252830a8c6000070a5a751388000014bffff69813f00002f89',powerpc
b'c02000e80b821b02c10000c02000e909c020008259020c18890c810000e80aa2a081c02000a908a10000c02000e908c02000d908e2a0bed80ac02000e908c020',xtensa
b'126319d122212223136218d100e33360382316d6028f7401f9af01e314d102e314d700e5322114d1226272217221222112d261842221222111d212d422677221',sh4
b'60ad0000073c0400e28c00000000030042281c004010e4ff02243c0080ac00000c3c3c00828d00000000030042280f004010000000000400e28c3c008d8c4018',mipsel
b'622d62222111d222211ae2222110d22221ffe2222122210b40090000e0264f0b0009007800000088000000000000000000000000000000840000007c0000000c',sh4
b'aadc614a8fc390e9000090890000910900009109000091090000914900003d400e32614aaafa914900004cc63182480000018001001438600000382100107c08',powerpc
b'202e0010222e001444814080674c202e0008222e000c243c800000004283928391826612202e0010222e001474ff76ff9283918267242f2e00142f2e00102f2e',m68k
b'83e5080083e57800a0e3080083e52000d2e5ff0000e2080083e50100e0e3080083e5b800d2e10008a0e14008a0e1080083e5ba20d2e1082083e5081083e50020',arm
b'8ce52c6091e50334a0e1260480e100008ce5f803d1e100208ce54338a0e184219fe500308ce500008ce5003092e578619fe500308ce50430d2e570019fe5ff30',arm
b'000000017a520004781a011b0d1e001800000018000000000000004400000000430e10449a0249da0e000000005ea70004ff470000bd231000de230180fa6b00',alphaev56
b'8b55f889c148d3e24889d0eb04488b45f85dc3554889e548897df88975f4837df41f77298b45f448c7c2ffffffff89c148d3ea4889d0483b45f872118b45f448',x86_64
